id,manufacturer_id,dtc,description
508,2,P1643,Engine Speed Output Circuit
509,2,P1511,Throttle Control System - Backup System Performance
510,2,P1171,Fuel System Lean During Acceleration
511,2,P1158,HO2S Bank 2 Sensor 2 Rich or High Voltage
512,2,P1191,Intake Air Duct Air Leak
513,2,P1109,Secondary Port Throttle System
514,2,P1144,HO2S Bank 1 Sensor 3 Rich or High Voltage
515,2,P1416,Secondary Air Injection (AIR) System Bank 2
516,2,P1793,Transmission Control Module Stack Overrun
517,2,P1582,Cruise Direction Circuit Low Voltage
518,2,P1122,Throttle Position (TP) Sensor Circuit Intermittent LowVoltage
519,2,P1032,HO2S Heater Warm Up Control Circuit Banks 1 and 2 Sensor 1
520,2,P1285,Accelerator Pedal Position Sensor 3 Circuit
521,2,P1614,Loss of RIM Serial Data
522,2,P1693,Tachometer Circuit Low Voltage
523,2,P1833,A/T Solenoids Power Circuit - Low Voltage
524,2,P1141,HO2S Heater Control Circuit Bank 1 Sensor 2
525,2,P1587,Cruise Control Clutch Control Circuit Low
526,2,P1377,IC Cam Pulse To 4X Reference Pulse
527,2,P1225,Injector Circuit Cylinder 2 Intermittent
528,2,P1606,Serial Communication Problem With Device 6
529,2,P1527,Transmission Range to Pressure Switch Correlation
530,2,P1537,A/C Request Circuit Low Voltage
531,2,P1132,HO2S Circuit Low Variance Bank 2 Sensor 1
532,2,P1376,Ignition Ground Circuit
533,2,P1650,Control Module Output B Circuit
534,2,P1850,Brake Band Apply Solenoid Circuit
535,2,P1621,Control Module Long Term Memory Performance
536,2,P1368,IC Cylinder 8 Not Toggling After Enable
537,2,P1814,Torque Converter Overstressed
538,2,P1274,Injectors Wired Incorrectly
539,2,P1520,Transmission Range Switch Circuit
540,2,P1800,TCM Power Relay Control Circuit
541,2,P1250,Early Fuel Evaporation Heater Circuit
542,2,P1375,IC 24X Reference Circuit High Voltage
543,2,P1617,Engine Oil Level Switch Circuit
544,2,P1640,Driver-1-Input High Voltage
545,2,P1222,Injector Control Circuit Intermittent
546,2,P1323,IC 24X Reference Circuit Low Frequency
547,2,P1791,Transmission Control Module Loop
548,2,P1835,Kick-Down Switch Circuit
549,2,P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit
550,2,P1345,Crankshaft Position (CKP)-Camshaft Position (CMP) Correlation
551,2,P1155,HO2S Lean Mean Bank 2 Sensor 1
552,2,P1156,HO2S Rich Mean Bank 2 Sensor 1
553,2,P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage
554,2,P1358,IC Output High/Pulse Detected when GND_Cyl. 8
555,2,P1684,Driver 5 Line 4
556,2,P1125,APP System
557,2,P1243,Injector Circuit Cylinder 8 Intermittent
558,2,P1161,HO2S Heater Control Circuit Bank 2 Sensor 2
559,2,P1336,Crankshaft Position (CKP) System Variation Not Learned
560,2,P1131,HO2S Circuit Low Variance Bank 1 Sensor 2
561,2,P1143,HO2S Bank 1 Sensor 3 Lean System or Low Voltage
562,2,P1893,Engine Torque Signal Low Voltage
563,2,P1515,Electronic Throttle System Throttle Position
564,2,P1390,Wheel Speed Sensor 1 - G - Sensor Circuit
565,2,P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage
566,2,P1560,Transaxle Not in Drive - Cruise Control Disabled
567,2,P1118,Engine Coolant Temp. Signal Out-Of-Range High
568,2,P1281,Accelerator Pedal Position Sensor 2 Circuit Performance
569,2,P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit
570,2,P1185,Engine Oil Temperature Circuit
571,2,P1272,Accelerator Pedal Position Sensor 2
572,2,P1637,Generator L-Terminal Circuit
573,2,P1603,Loss of SDM Serial Data
574,2,P1633,Ignition 0 Switch Circuit
575,2,P1615,Loss of VTD Serial Data
576,2,P1868,Transmission Fluid Life
577,2,P1660,Cooling Fan Control Circuits
578,2,P1675,EVAP Vent Solenoid Control Circuit
579,2,P1574,Stoplamp Switch Circuit
580,2,P1260,Last Test Failed Failed SCC ENTER:More Info.
581,2,P1526,Minimum Throttle Position Not Learned
582,2,P1517,Electronic Throttle Module
583,2,P1165,HO2S Cross Counts Bank 2 Sensor 3
584,2,P1136,HO2S Rich Mean Bank 1 Sensor 1
585,2,P1140,HO2S Transition Time Ratio Bank 1 Sensor 2
586,2,P1812,Transmission Over Temperature Condition
587,2,P1119,ECT Signal Out-Of-Range With TFT Sensor
588,2,P1655,EVAP Purge Solenoid Control Circuit
589,2,P1363,IC Cylinder 3 Not Toggling After Enable
590,2,P1170,Bank to Bank Fuel TrimOffset
591,2,P1524,Throttle Closed Position Performance
592,2,P1108,BARO to MAP Sensor Comparison Too High
593,2,P1503,Theft Deterrent Fuel Enable Signal Not Correct
594,2,P1665,Driver 3 Line 5
595,2,P1600,TCM Internal Watchdog Operation
596,2,P1795,CAN Bus - Throttle Body Position
597,2,P1508,Idle Speed Low - Idle Air Control (IAC) System NotResponding
598,2,P1816,TFP Valve Position Sw. - Park/Neu. With Drive Ratio
599,2,P1607,Serial Communication Problem With Device 7
600,2,P1780,Park/Neutral Position [PNP] Switch Circuit
601,2,P1874,TCC Stator Temp. Switch Circuit High
602,2,P1661,MIL Control Circuit
603,2,P1638,Generator F-Terminal Circuit
604,2,P1680,Driver 5
605,2,P1555,Electronic Variable Orifice Output
606,2,P1544,A/C Refrigerant Condition Very Low
607,2,P1623,Transmission Temp Pull-Up Resistor
608,2,P1613,Loss of DIM Serial Data
609,2,P1523,Throttle Closed Position Performance
610,2,P1137,HO2S Bank 1 Sensor 2 Lean System or Low Voltage
611,2,P1823,Internal Mode Switch Circuit P Low
612,2,P1627,A/D Performance
613,2,P1670,Driver 4
614,2,P1201,(Alt. Fuel) Gas Mass Sensor Circuit Range/Performance
615,2,P1663,Oil Life Lamp Control Circuit
616,2,P1822,Internal Mode Switch Circuit B High
617,2,P1631,Theft Deterrent Start Enable Signal Not Correct
618,2,P1586,Cruise Control Brake Switch 2 Circuit
619,2,P1647,Driver 1 Line 7
620,2,P1656,Driver 2 Line 6
621,2,P1258,Engine Coolant Overtemperature - Protection Mode Active
622,2,P1687,Driver 5 Line 7
623,2,P1558,Cruise Control Servo Indicates Low
624,2,P1804,Ground Control Relay
625,2,P1831,PC Solenoid Power Circuit - Low Voltage
626,2,P1629,Theft Deterrent System - Cranking Signal
627,2,P1569,Cruise Servo Stroke High While not in Cruise
628,2,P1133,HO2S Insufficient Switching Bank 1 Sensor 1
629,2,P1518,Electronic Throttle Module to PCM Communication
630,2,P1561,Cruise Vent Solenoid
631,2,P1500,Starter Signal Circuit
632,2,P1367,IC Cylinder 7 Not Toggling After Enable
633,2,P1700,Transmission Control Module (TCM) Requested MILIllumination
634,2,P1820,Internal Mode Switch Circuit A Low
635,2,P1843,1-2 Shift Solenoid Circuit High Voltage
636,2,P1842,1-2 Shift Solenoid Circuit Low Voltage
637,2,P1216,Fuel Solenoid Response Time Too Short
638,2,P1588,Cruise Control Clutch Control Circuit High
639,2,P1689,Delivered Torque Circuit Fault
640,2,P1535,A/C High Side Temperature Sensor Circuit
641,2,P1652,Powertrain Induced Chassis Pitch Output Circuit
642,2,P1409,EGR Vacuum System Leak
643,2,P1681,Driver 5 Line 1
644,2,P1585,Cruise Control Inhibit Output Circuit
645,2,P1139,HO2S Insuff. Switching Bank 1 Sensor 2
646,2,P1577,BBV Sensor Ckt. Low Voltage
647,2,P1163,HO2S Bank 2 Sensor 3 Lean System or Low Voltage
648,2,P1423,Intake Air High Pressure Switch Circuit High Voltage
649,2,P1645,Evaporative Emission (EVAP) Vent Solenoid Contorl Circuit
650,2,P1215,Ground Fault Detection Indicated
651,2,P1362,IC Cylinder 2 Not Toggling After Enable
652,2,P1153,HO2S Insufficient Switching Bank 2 Sensor 1
653,2,P1580,Cruise Move Circuit Low Voltage
654,2,P1636,PCM Stack Overrun
655,2,P1200,Injector Control Circuit
656,2,P1676,Driver 4 Line 6
657,2,P1538,A/C Request Circuit High Voltage
658,2,P1145,HO2S Cross Counts Bank 1 Sensor 3
659,2,P1853,Brake Band Apply Solenoid High Voltage
660,2,P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage
661,2,P1619,Engine Oil Life Monitor Reset Circuit
662,2,P1420,Intake Air Low Pressure Switch Circuit Low Voltage
663,2,P1220,Throttle Position (TP) Sensor 2 Circuit
664,2,P1583,Cruise Direction CircuitHigh Voltage
665,2,P1548,A/C Recirculation Circuit
666,2,P1622,Cylinder Select
667,2,P1519,Throttle Actuator Control (TAC) Module Internal Circuit
668,2,P1672,Low Engine Oil Level Lamp Control Circuit
669,2,P1817,TFP Valve Position Sw. - Reverse With Drive Ratio
670,2,P1516,Throttle Actuator Control (TAC) Module Throttle ActuatorPosition Performance
671,2,P1219,Throttle Position Sensor Reference Voltage
672,2,P1441,Evaporative Emission (EVAP) System Flow During Non-Purge
673,2,P1895,TCM to ECM Torque Reduction Circuit
674,2,P1324,Crank RPM Too Low
675,2,P1187,EOT Sensor Ckt. Low Voltage
676,2,P1321,Electronic Ignition System Fault Line
677,2,P1584,Cruise Control Disabled
678,2,P1826,Internal Mode Switch Circuit C - High
679,2,P1894,Engine Torque Signal High Voltage
680,2,P1662,Cruise Lamp Control Circuit
681,2,P1565,Cruise Servo Position Sensor
682,2,P1845,2-3 Shift Solenoid Circuit Low Voltage
683,2,P1546,A/C Clutch Status Circuit Low Voltage
684,2,P1393,Wheel Speed Sensor 1 - G - Sensor Circuit High Voltage
685,2,P1579,P/N to D/R at High Throttle Angle - Power Reduction ModeActive
686,2,P1695,Remote Keyless Entry Circuit Low
687,2,P1677,Driver 4 Line 7
688,2,P1690,ECM Loop Overrun
689,2,P1620,Low Coolant Circuit
690,2,P1130,HO2S Circuit Low Variance Bank 1 Sensor 1
691,2,P1891,Throttle Position Sensor PWM Signal Low
692,2,P1360,Ignition Coil Group 2 Control Circuit
693,2,P1646,Evaporative Emission (EVAP) Vent Solenoid Control Circuit
694,2,P1602,Knock Sensor (KS) Module Performance
695,2,P1157,HO2S Bank 2 Sensor 2 Lean System or Low Voltage
696,2,P1686,Driver 5 Line 6
697,2,P1573,PCM/EBTCM Serial Data Circuit
698,2,P1884,TCC Enable/Shift Light Circuit
699,2,P1683,Driver 5 Line 3
700,2,P1217,Fuel Solenoid Response Time Too Long
701,2,P1138,HO2S Bank 1 Sensor 2 Rich or High Voltage
702,2,P1531,A/C Low Side Temperature Sensor Fault
703,2,P1666,Driver 3 Line 6
704,2,P1790,Transmission Control Module Checksum
705,2,P1214,Injection Pump Timing Offset
706,2,P1536,Engine Coolant Overtemperature - Air Conditioning (A/C)Disabled
707,2,P1628,ECT Pull-Up Resistor
708,2,P1364,IC Cylinder 4 Not Toggling After Enable
709,2,P1231,Injector Circuit Cylinder 4 Intermittent
710,2,P1701,Trans. MIL Request Circuit
711,2,P1218,Injection Pump Calibration Circuit
712,2,P1563,Cruise Vehicle Speed/Set Speed Difference Too High
713,2,P1875,4WD Low Switch Circuit Electrical
714,2,P1450,Barometric Pressure Sensor Circuit
715,2,P1355,IC Output High/Pulse Detected when GND_Cyl. 5
716,2,P1825,Internal Mode Switch - Invalid Range
717,2,P1611,Loss of CVRTD Serial Data
718,2,P1604,Loss of IPC Serial Data
719,2,P1514,Airflow to TP Sensor Correlation High
720,2,P1691,Coolant Gage Circuit Low Voltage
721,2,P1365,IC Cylinder 5 Not Toggling After Enable
722,2,P1277,Accelerator Pedal Position Sensor 1 Circuit Low Voltage
723,2,P1164,HO2S Bank 2 Sensor 3 Rich or High Voltage
724,2,P1671,Driver 4 Line 1
725,2,P1871,Undefined Gear Ratio
726,2,P1399,Wheel Speed Sensor 2 - G - Sensor Circuit Intermittent
727,2,P1116,ECT Signal Unstable or Intermittent
728,2,P1685,Driver 5 Line 5
729,2,P1159,HO2S Cross Counts Bank 2 Sensor 2
730,2,P1634,Ignition 1 Switch Circuit
731,2,P1539,A/C Clutch Status Circuit High Voltage
732,2,P1353,IC Output High/Pulse Detected when GND_Cyl. 3
733,2,P1609,Loss Of TCS Serial Data
734,2,P1599,Engine Stall or Near Stall Detected
735,2,P1653,Oil Level Lamp Control Circuit
736,2,P1351,Ignition Coil Control Circuit High Voltage
737,2,P1403,Exhaust Gas Recirculation System Valve 1
738,2,P1525,Throttle Body ServiceRequired
739,2,P1320,IC 4X Reference Circuit Intermittent
740,2,P1639,5 Volt Reference 2 Circuit
741,2,P1031,HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1
742,2,P1605,Loss of HVAC Serial Data
743,2,P1625,TCM System Reset
744,2,P1870,Transmission Component Slipping
745,2,P1396,Wheel Speed Sensor 2 - G - Sensor Circuit Performance
746,2,P1892,Throttle Position Sensor PWM Signal High
747,2,P1190,Engine Vacuum Leak
748,2,P1502,Theft Deterrent Fuel Enable Signal Not Received
749,2,P1641,Malfunction Indicator Lamp (MIL) Control Circuit
750,2,P1397,Wheel Speed Sensor 2 - G - Sensor Circuit Low Voltage
751,2,P1886,Shift Timing Solenoid
752,2,P1813,Torque Control
753,2,P1113,Intake Resonance Switchover Solenoid Control Circuit
754,2,P1257,Supercharger System Overboost
755,2,P1410,Fuel Tank Pressure System
756,2,P1408,Intake Manifold Pressure Sensor Circuit
757,2,P1211,Mass Air Flow Circuit Intermittent High
758,2,P1405,Exhaust Gas Recirculation System Valve 3
759,2,P1534,A/C High Side Temp. Sensor Low Voltage
760,2,P1543,A/C System Performance
761,2,P1352,IC Output High/Pulse Detected when GND_Cyl. 2
762,2,P1522,Park/Neutral to Drive/Reverse at High RPM
763,2,P1533,A/C Evaporator Temp. Sens. Ckt. High Voltage
764,2,P1451,Barometric Press. Sensor Performance
765,2,P1134,HO2S Transition Time Ratio Bank 1 Sensor 1
766,2,P1372,Crankshaft Position (CKP) Sensor A-B Correlation
767,2,P1398,Wheel Speed Sensor 2 - G - Sensor Circuit High Voltage
768,2,P1554,Cruise Control Feedback Circuit
769,2,P1669,ABS Unit Expected
770,2,P1371,IC 4X Reference Circuit Too Few Pulses
771,2,P1394,Wheel Speed Sensor 1 - G - Sensor Circuit Intermittent
772,2,P1781,Engine Torque Signal Circuit
773,2,P1651,Fan 1 Relay Control Circuit
774,2,P1350,Ignition Control System
775,2,P1283,Accelerator Pedal Position Sensor 2 Circuit High Voltage
776,2,P1521,Transmission Engaged at High Throttle Angle
777,2,P1694,Tachometer Circuit High Voltage
778,2,P1407,EGR Air Intrusion in Exhaust Supply to EGR Valve
779,2,P1608,Serial Communication Problem With Device 8
780,2,P1406,EGR Valve Pintle Position Circuit
781,2,P1234,Injector Circuit Cylinder 5 Intermittent
782,2,P1635,5 Volt Reference Circuit
783,2,P1361,Ignition Coil Control Circuit Low Voltage
784,2,P1852,Brake Band Apply SolenoidLow Voltage
785,2,P1415,Secondary Air Injection (AIR) System Bank 1
786,2,P1381,Misfire Detected - No Communication with Brake ControlModule
787,2,P1135,HO2S Lean Mean Bank 1 Sensor 1
788,2,P1542,A/C System High Pressure High Temperature
789,2,P1705,P/N Signal Output Circuit
790,2,P1300,Ignitor Circuit
791,2,P1610,Loss of PZM Serial Data
792,2,P1432,Fuel Level Sensor 2 Circuit Low Voltage
793,2,P1568,Cruise Servo Stroke Greater than Commanded in Cruise
794,2,P1395,Wheel Speed Sensor 2 - G - Sensor Circuit
795,2,P1664,1-4 Upshift Lamp Control Circuit
796,2,P1836,Kick-Down Switch Failed Open
797,2,P1431,Fuel Level Sensor 2 Circuit Performance
798,2,P1819,Internal Mode Switch - No Start/Wrong Range
799,3,P1674,Tachometer Control Circuit
800,3,P1760,TCM Supply Voltage Interrupted
801,3,P1273,Accelerator Pedal Position Sensor 1
802,3,P1212,Mass Air Flow Circuit Intermittent Low
803,3,P1567,Active Banking Control Active - Cruise Control Disabled
804,3,P1203,(Alt. Fuel) Gas Mass Sensor Circuit High Frequency
805,3,P1630,Theft Deterrent Learn Mode Active
806,3,P1202,(Alt. Fuel) Gas Mass Sensor Circuit Low Frequency
807,3,P1120,Throttle Position (TP) Sensor 1 Circuit
808,3,P1532,A/C Evaporator Temp. Sens. Ckt. Low Voltage
809,3,P1811,Maximum Adapt and Long Shift
810,3,P1354,IC Output High/Pulse Detected when GND_Cyl. 4
811,3,P1237,Injector Circuit Cylinder 6 Intermittent
812,3,P1545,Air Conditioning (A/C) Clutch Relay Control Circuit
813,3,P1642,Vehicle Speed Output Circuit
814,3,P1847,2-3 Shift Solenoid Circuit High Voltage
815,3,P1644,Traction Control Delivered Torque Output Circuit
816,3,P1112,Intake Air Temperature (IAT) Sensor Circuit IntermittentLow Voltage
817,3,P1310,Ignition Coil 3 Primary Feedback Circuit
818,3,P1504,Vehicle Speed Output Circuit
819,3,P1570,Traction Control Active - Cruise Control Disabled
820,3,P1186,EOT Circuit Performance
821,3,P1404,Exhaust Gas Recirculation (EGR) Closed PositionPerformance
822,3,P1571,Traction Control Torque Request Circuit
823,3,P1696,Remote Keyless Entry Voltage High
824,3,P1442,EVAP Vacuum Sw. High Voltage During Ign. On
825,3,P1851,Brake Band Apply Solenoid Performance
826,3,P1370,IC 4X Reference Circuit Too Many Pulses
827,3,P1562,Cruise Vacuum Solenoid
828,3,P1315,Ignition Coil 4 Primary Feedback Circuit
829,3,P1547,A/C System Performance Degraded
830,3,P1529,Heated Windshield Request Problem
831,3,P1286,Accelerator Pedal Position Sensor 3 Circuit Performance
832,3,P1658,Starter Enable Relay Control Circuit
833,3,P1335,CKP Circuit
834,3,P1632,Theft Deterrent Fuel Disable Signal Received
835,3,P1530,Throttle Actuator Control (TAC) Module Internal Circuit
836,3,P1873,TCC Stator Temp. Switch Circuit Low
837,3,P1575,Extended Travel Brake Switch Circuit
838,3,P1374,3X Reference Circuit
839,3,P1528,Governor
840,3,P1366,IC Cylinder 6 Not Toggling After Enable
841,3,P1692,Coolant Gage Circuit High Voltage
842,3,P1117,Engine Coolant Temp. Signal Out-Of-Range Low
843,3,P1818,TFP Valve Position Sw. - Drive Without Drive Ratio
844,3,P1188,EOT Sensor Ckt. High Voltage
845,3,P1106,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent High Voltage
846,3,P1115,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent High Voltage
847,3,P1105,Secondary Vacuum Sensor Circuit
848,3,P1433,Fuel Level Sensor 2 Circuit High Voltage
849,3,P1740,Torque Reduction Signal Circuit
850,3,P1612,Loss of IPM Serial Data
851,3,P1107,Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent Low Voltage
852,3,P1510,Throttle Control System Performance - Throttle LimitationActive
853,3,P1540,Air Conditioning (A/C) Refrigerant Overpressure - AirConditioning (A/C) Disabled
854,3,P1228,Injector Circuit Cylinder 3 Intermittent
855,3,P1278,Accelerator Pedal Position Sensor 1 Circuit High Voltage
856,3,P1121,Throttle Position (TP) Sensor Circuit Intermittent HighVoltage
857,3,P1844,Torque Reduction Signal Circuit Desired By TCM
858,3,P1509,Idle Speed High - Idle Air Control (IAC) System NotResponding
859,3,P1357,IC Output High/Pulse Detected when GND_Cyl. 7
860,3,P1601,Serial Comm. Problem With Device 1
861,3,P1240,Injector Circuit Cylinder 7 Intermittent
862,3,P1245,Intake Plenum Switchover Valve
863,3,P1860,TCC PWM Solenoid Circuit Electrical
864,3,P1564,Vehicle Acceleration Too High - Cruise Control Disabled
865,3,P1288,Accelerator Pedal Position Sensor 3 Circuit High Voltage
866,3,P1276,Accelerator Pedal Position Sensor 1 Circuit Performance
867,3,P1359,Ignition Coil Group 1 Control Circuit
868,3,P1682,Driver 5 Line 2
869,3,P1114,Engine Coolant Temperature (ECT) Sensor CircuitIntermittent Low Voltage
870,3,P1576,BBV Sensor Ckt. High Voltage
871,3,P1483,Engine Cooling System Performance
872,3,P1271,Accelerator Pedal Position (APP) Sensor 1-2 Correlation
873,3,P1673,Engine Hot Lamp Control Circuit
874,3,P1380,Misfire Detected - Rough Road Data Not Available
875,3,P1864,Torque Converter Clutch Circuit
876,3,P1270,Accelerator Pedal Position Sensor A/D Converter Error
877,3,P1322,EI System or Ignition Control Extra or Missing
878,3,P1346,Intake Camshaft Position [CMP] Sensor System Performance
879,3,P1566,Engine RPM Too High - Cruise Control Disabled
880,3,P1667,Reverse Inhibit Solenoid Control Circuit
881,3,P1305,Ignition Coil 2 Primary Feedback Circuit
882,3,P1572,ASR Active Circuit Low Too Long
883,3,P1421,Intake Air Low Pressure Switch Circuit High Voltage
884,3,P1810,TFP Valve Position Switch Circuit
885,3,P1154,HO2S Transition Time Ratio Bank 2 Sensor 1
886,3,P1887,TCC Release Switch Circuit
887,3,P1541,A/C High Side Over Temperature
888,3,P1654,Cruise Control Inhibit Output Circuit
889,3,P1657,1-4 Upshift Solenoid Control Circuit
890,3,P1418,Secondary Air Injection System Relay A Control CircuitHigh
891,3,P1801,Performance Selector Switch Failure
892,3,P1189,Engine Oil Pressure (EOP) Switch Circuit
893,3,P1391,Wheel Speed Sensor 1 - G - Sensor Circuit Performance
894,3,P1356,IC Output High/Pulse Detected when GND_Cyl. 6
895,3,P1624,Customer Snapshot Requested - Data Available
896,3,P1578,BBV Sensor Ckt. Low Vacuum
897,3,P1480,Cooling Fan 1 Control Circuit High
898,3,P1815,Transmission Range Switch - Start In Wrong Range
899,3,P1221,Fuel Pump Secondary Circuit Low
900,3,P1837,Kick-Down Switch Failed Short
901,3,P1743,TP Signal from ECM
902,3,P1581,Cruise Move Circuit High Voltage
903,3,P1392,Wheel Speed Sensor 1 - G - Sensor Circuit Low Voltage
904,3,P1779,Engine Torque Delivered to TCM Signal
905,3,P1559,Cruise Control Power Management Mode
906,3,P1626,Theft Deterrent Fuel Enable Signal Not Received
907,3,P1643,Engine Speed Output Circuit
908,3,P1511,Throttle Control System - Backup System Performance
909,3,P1171,Fuel System Lean During Acceleration
910,3,P1158,HO2S Bank 2 Sensor 2 Rich or High Voltage
911,3,P1191,Intake Air Duct Air Leak
912,3,P1109,Secondary Port Throttle System
913,3,P1144,HO2S Bank 1 Sensor 3 Rich or High Voltage
914,3,P1416,Secondary Air Injection (AIR) System Bank 2
915,3,P1793,Transmission Control Module Stack Overrun
916,3,P1582,Cruise Direction Circuit Low Voltage
917,3,P1122,Throttle Position (TP) Sensor Circuit Intermittent LowVoltage
918,3,P1032,HO2S Heater Warm Up Control Circuit Banks 1 and 2 Sensor 1
919,3,P1285,Accelerator Pedal Position Sensor 3 Circuit
920,3,P1614,Loss of RIM Serial Data
921,3,P1693,Tachometer Circuit Low Voltage
922,3,P1833,A/T Solenoids Power Circuit - Low Voltage
923,3,P1141,HO2S Heater Control Circuit Bank 1 Sensor 2
924,3,P1587,Cruise Control Clutch Control Circuit Low
925,3,P1377,IC Cam Pulse To 4X Reference Pulse
926,3,P1225,Injector Circuit Cylinder 2 Intermittent
927,3,P1606,Serial Communication Problem With Device 6
928,3,P1527,Transmission Range to Pressure Switch Correlation
929,3,P1537,A/C Request Circuit Low Voltage
930,3,P1132,HO2S Circuit Low Variance Bank 2 Sensor 1
931,3,P1376,Ignition Ground Circuit
932,3,P1650,Control Module Output B Circuit
933,3,P1850,Brake Band Apply Solenoid Circuit
934,3,P1621,Control Module Long Term Memory Performance
935,3,P1368,IC Cylinder 8 Not Toggling After Enable
936,3,P1814,Torque Converter Overstressed
937,3,P1274,Injectors Wired Incorrectly
938,3,P1520,Transmission Range Switch Circuit
939,3,P1800,TCM Power Relay Control Circuit
940,3,P1250,Early Fuel Evaporation Heater Circuit
941,3,P1375,IC 24X Reference Circuit High Voltage
942,3,P1617,Engine Oil Level Switch Circuit
943,3,P1640,Driver-1-Input High Voltage
944,3,P1222,Injector Control Circuit Intermittent
945,3,P1323,IC 24X Reference Circuit Low Frequency
946,3,P1791,Transmission Control Module Loop
947,3,P1835,Kick-Down Switch Circuit
948,3,P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit
949,3,P1345,Crankshaft Position (CKP)-Camshaft Position (CMP) Correlation
950,3,P1155,HO2S Lean Mean Bank 2 Sensor 1
951,3,P1156,HO2S Rich Mean Bank 2 Sensor 1
952,3,P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage
953,3,P1358,IC Output High/Pulse Detected when GND_Cyl. 8
954,3,P1684,Driver 5 Line 4
955,3,P1125,APP System
956,3,P1243,Injector Circuit Cylinder 8 Intermittent
957,3,P1161,HO2S Heater Control Circuit Bank 2 Sensor 2
958,3,P1336,Crankshaft Position (CKP) System Variation Not Learned
959,3,P1131,HO2S Circuit Low Variance Bank 1 Sensor 2
960,3,P1143,HO2S Bank 1 Sensor 3 Lean System or Low Voltage
961,3,P1893,Engine Torque Signal Low Voltage
962,3,P1515,Electronic Throttle System Throttle Position
963,3,P1390,Wheel Speed Sensor 1 - G - Sensor Circuit
964,3,P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage
965,3,P1560,Transaxle Not in Drive - Cruise Control Disabled
966,3,P1118,Engine Coolant Temp. Signal Out-Of-Range High
967,3,P1281,Accelerator Pedal Position Sensor 2 Circuit Performance
968,3,P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit
969,3,P1185,Engine Oil Temperature Circuit
970,3,P1272,Accelerator Pedal Position Sensor 2
971,3,P1637,Generator L-Terminal Circuit
972,3,P1603,Loss of SDM Serial Data
973,3,P1633,Ignition 0 Switch Circuit
974,3,P1615,Loss of VTD Serial Data
975,3,P1868,Transmission Fluid Life
976,3,P1660,Cooling Fan Control Circuits
977,3,P1675,EVAP Vent Solenoid Control Circuit
978,3,P1574,Stoplamp Switch Circuit
979,3,P1260,Last Test Failed Failed SCC ENTER:More Info.
980,3,P1526,Minimum Throttle Position Not Learned
981,3,P1517,Electronic Throttle Module
982,3,P1165,HO2S Cross Counts Bank 2 Sensor 3
983,3,P1136,HO2S Rich Mean Bank 1 Sensor 1
984,3,P1140,HO2S Transition Time Ratio Bank 1 Sensor 2
985,3,P1812,Transmission Over Temperature Condition
986,3,P1119,ECT Signal Out-Of-Range With TFT Sensor
987,3,P1655,EVAP Purge Solenoid Control Circuit
988,3,P1363,IC Cylinder 3 Not Toggling After Enable
989,3,P1170,Bank to Bank Fuel TrimOffset
990,3,P1524,Throttle Closed Position Performance
991,3,P1108,BARO to MAP Sensor Comparison Too High
992,3,P1503,Theft Deterrent Fuel Enable Signal Not Correct
993,3,P1665,Driver 3 Line 5
994,3,P1600,TCM Internal Watchdog Operation
995,3,P1795,CAN Bus - Throttle Body Position
996,3,P1508,Idle Speed Low - Idle Air Control (IAC) System NotResponding
997,3,P1816,TFP Valve Position Sw. - Park/Neu. With Drive Ratio
998,3,P1607,Serial Communication Problem With Device 7
999,3,P1780,Park/Neutral Position [PNP] Switch Circuit
1000,3,P1874,TCC Stator Temp. Switch Circuit High
1001,3,P1661,MIL Control Circuit
1002,3,P1638,Generator F-Terminal Circuit
1003,3,P1680,Driver 5
1004,3,P1555,Electronic Variable Orifice Output
1005,3,P1544,A/C Refrigerant Condition Very Low
1006,3,P1623,Transmission Temp Pull-Up Resistor
1007,3,P1613,Loss of DIM Serial Data
1008,3,P1523,Throttle Closed Position Performance
1009,3,P1137,HO2S Bank 1 Sensor 2 Lean System or Low Voltage
1010,3,P1823,Internal Mode Switch Circuit P Low
1011,3,P1627,A/D Performance
1012,3,P1670,Driver 4
1013,3,P1201,(Alt. Fuel) Gas Mass Sensor Circuit Range/Performance
1014,3,P1663,Oil Life Lamp Control Circuit
1015,3,P1822,Internal Mode Switch Circuit B High
1016,3,P1631,Theft Deterrent Start Enable Signal Not Correct
1017,3,P1586,Cruise Control Brake Switch 2 Circuit
1018,3,P1647,Driver 1 Line 7
1019,3,P1656,Driver 2 Line 6
1020,3,P1258,Engine Coolant Overtemperature - Protection Mode Active
1021,3,P1687,Driver 5 Line 7
1022,3,P1558,Cruise Control Servo Indicates Low
1023,3,P1804,Ground Control Relay
